,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
signal,0.7268082182441619,0.736077289915071,0.7436620647405577,0.7417472488553808,0.7353752923489068,0.7349191162023584,0.7416377810049181,0.7460994196560146,0.7415730084631823,0.7337506243730849,0.7332085370505683,0.741069172516923,0.7476953172601062,0.7461853467192953,0.742000220682553,0.7454651054298883,0.7578646556762747,0.7708123725027792,0.7800001606473275,0.7939312596484683,0.8243691913952329,0.8703462000912621,0.9170523021299068,0.9513137231318392,0.9732741554963293,0.9897088672541767,1.0,0.9951275075424901,0.970779917868968,0.9356097078400413,0.9026018752430326,0.8753155797280097,0.8477935239291033,0.8177151493062688,0.7937448960093888,0.7860883095606768,0.793065537911321,0.8023958096133599,0.8054965369855716,0.8051827918298714,0.8068897849971831,0.8069686169184498,0.7953924353610384,0.7693995632541031,0.7385447311693589,0.7131608112821024,0.6917539251636772,0.6649852889935284,0.6310625969246814,0.6012128429375159,0.5872459287532826,0.5878342424201768,0.5917318226743344,0.59285357947325,0.5962277553804268,0.6070413621106883,0.6186726466753693,0.6168762632240443,0.5951724518318284,0.5615315658347733,0.5285153640376484,0.500926214186285,0.4768108962260059,0.4579603356136553,0.4526746240863344,0.46545142966915554,0.4884738021703049,0.5086194423382877,0.5221641508361411,0.5377841058475404,0.5639208639825654,0.5979633703895539,0.6316934070969642,0.6641436085251067,0.702387684342339,0.748417251498465,0.7911913325988118,0.8166968426351802,0.8238183497037022,0.824790933659789,0.8289326584708966,0.8304450150138342,0.815633500534857,0.7797513942196423,0.7321446242545021,0.6848726417584768,0.6414369400957937,0.6000591954920138,0.5644227045222726,0.544203966023818,0.5432082237736978,0.5523220423673327,0.5589663111199781,0.5614175623900518,0.5685485842943252,0.5851166742559273,0.602592697020364,0.6079919913383232,0.5993677672234772,0.5886323396719291
signal,0.8673173070122688,0.8447902305539774,0.8167201605114037,0.8016566030474722,0.8032652834074718,0.8094186672994176,0.8078488029190118,0.8000738118763804,0.7969058313588263,0.8023784817064795,0.8080372067674588,0.805019077201412,0.7967375046210455,0.794246488727228,0.8006981537632352,0.8066692627501825,0.8030146931902733,0.793492721421399,0.7896404143968844,0.7951112388149209,0.8012562139915066,0.7998212919252765,0.7947070951675235,0.796177149442954,0.8058637100582745,0.8139394641893695,0.8125487604172299,0.8066855024261651,0.807264609105654,0.8160779316976049,0.8236199781361145,0.8228765205610773,0.8199679230232398,0.8266625921418953,0.8448004024452884,0.8638333357043143,0.8746877170711644,0.8808598444280272,0.8917675762011475,0.9082490623012202,0.9208581035980267,0.9233256006128089,0.9219990602138856,0.9273655032864844,0.9389209688029025,0.9444233432880341,0.9351615696569674,0.916800856763102,0.9010230204205069,0.8893295608210213,0.8709607904564441,0.8374862053387306,0.7941555583304598,0.7533372313322466,0.7205131633478814,0.6926729919805816,0.669876882666951,0.6611400338557142,0.6740859533623401,0.7022113808448813,0.7286050859632728,0.7428677055362725,0.7495234531084416,0.757219051771847,0.7637861927680815,0.757400757590096,0.7319454785185382,0.6957110451467087,0.6621782912870958,0.6359841230666794,0.6126840065761435,0.5910586934387169,0.5792800570014365,0.5853155780279291,0.6049986028240544,0.6254666664085239,0.6404975534090375,0.657133242567058,0.6845110309524604,0.7204752363858471,0.7544449369993858,0.7820555249635572,0.810619279718312,0.8475432615896797,0.8879660557050272,0.9191331708875747,0.9359654541192334,0.9467300918130683,0.9611889241257561,0.9777455826816226,0.987205478684161,0.9872645479737442,0.9866834139035267,0.9928201544784689,1.0,0.9954488595619738,0.9754336998686899,0.9503384595517861,0.9328001914785784,0.9258226856116343
signal,0.7420293266840768,0.7450473953598882,0.7546326313698257,0.7689468502901033,0.778543303626022,0.7770195157779599,0.770046114230677,0.7685776706706615,0.7744289532001668,0.7782186134331618,0.7728816034293274,0.7640121468233891,0.7624764527495644,0.769557618468375,0.775399349204986,0.7729429869165214,0.7679609510489707,0.7712699466760884,0.7842263109766919,0.7979601096796042,0.8073564771917289,0.8197262152634319,0.8451973931217798,0.8817413804456462,0.9158192916007234,0.9381634616093754,0.9533350390543186,0.9706044635435173,0.9895097560838693,1.0,0.9962108513522954,0.9840054721229446,0.9714419448997336,0.9557827019638707,0.9260625292618935,0.8786701047579026,0.8247580562895219,0.7788325492097193,0.743346661501665,0.7092193090744622,0.6703588025010059,0.6318032057300668,0.6009806890566239,0.5755219298747143,0.5455661095387506,0.5079045304839241,0.4724647080520035,0.4517786989517023,0.4472509307794367,0.4502444819389475,0.4555250744719461,0.4677512634994554,0.4921448365114039,0.5234815985776966,0.5500655353831324,0.5677891351027543,0.5844907571897087,0.6081469984409024,0.635324969024008,0.6560585333657878,0.66821440933151,0.6810473975414325,0.7028975483388022,0.7303851343360661,0.7543301545442815,0.7739322875594091,0.7986407164003382,0.8341400921012049,0.8716823841598875,0.896197088941491,0.9029375005561922,0.9003834466658601,0.8957364020786579,0.8830795857278563,0.8506266264864227,0.7977127304889597,0.7389306741368368,0.6899238928968057,0.653630733243234,0.6241047594440418,0.6003102212117568,0.5892547252270477,0.5944619909108518,0.6075882868961124,0.6165710995009158,0.619766057330153,0.6262850975738695,0.6417802438234942,0.659461982024826,0.6689104037985755,0.6702371539195975,0.6735888837957165,0.684735169402548,0.6970785077392205,0.7013690435327345,0.6998578012913965,0.7055626165986287,0.7271915833475427,0.7580093884882183,0.7804840029998282
signal,0.9436022520309375,0.9345601193347343,0.9172380510514612,0.8993154681449004,0.892264180316989,0.8981769070831231,0.9055711640679024,0.903137792006791,0.8940645172198479,0.8909930622764304,0.898187357825076,0.9055003927614345,0.9024939489482198,0.8930243112471833,0.8899592472155206,0.8975145946721739,0.905839530865581,0.9051640445179462,0.899503947571154,0.9006531092297783,0.9110903731480755,0.9200968363163727,0.9186940886732282,0.912391803703343,0.9136952840034875,0.924823043788776,0.9347809721564159,0.9349052176922188,0.9313244111995203,0.9369121363847668,0.9537031907858659,0.9699507403121165,0.9757480164398737,0.9755741159331536,0.9806411749424832,0.9923026524056398,1.0,0.9963416864828835,0.9875311102570656,0.9839257052892926,0.9840397452708276,0.97502142489407,0.9495257066317982,0.915656147429034,0.8859579712848001,0.860419059706552,0.8267007622253277,0.7774173072503374,0.7213504699544817,0.673956128787278,0.6406758631481614,0.6156325973894065,0.5962010254752862,0.591468978191142,0.611247464471123,0.6504712172991818,0.6914730581264242,0.7222178653592557,0.746218856774252,0.7713276126148834,0.7939254870531192,0.8007363840495276,0.7852910391062404,0.7560075714220663,0.7254042090647727,0.6964320678520097,0.6649206594379923,0.6335846421642297,0.6162925697336592,0.6246898608030672,0.6544754050422278,0.6902034020314035,0.7225553615532667,0.754921915552831,0.7913467569915662,0.8243415474818936,0.8409462357623856,0.8388761195404155,0.8295689120873443,0.8231453891260343,0.8160953967245786,0.7991119845657486,0.7744030494126632,0.7579657234195215,0.762409086888815,0.7827290808276456,0.8037466387171472,0.8188189327924389,0.8347370846666402,0.8575316107946641,0.8804908706701895,0.8918476085384656,0.8911599709471358,0.8906413730998193,0.8987007492948623,0.9079831007342993,0.9039446310650601,0.8823578952562017,0.8541875227188299,0.8352391975815142
signal,0.7535048677351998,0.7519552054805914,0.7557607563353327,0.7669609594658388,0.7771977138999442,0.7777380161674291,0.7713732901176482,0.7688588112608421,0.7743139105047704,0.7799762432365939,0.777671731861727,0.7708328352440373,0.7700380185822313,0.778165670995713,0.7858886149798208,0.7840302225624022,0.7759945711239016,0.773131945166177,0.7793467870650307,0.7860739612499632,0.7844048463123457,0.7775336899767075,0.7762832201659233,0.7840509972936301,0.7922674811896661,0.7929008198559595,0.7909538293871589,0.7996792346701588,0.824685325700697,0.8578739447688559,0.8884188930819231,0.9151267169485597,0.9436138638085476,0.9735509128590005,0.9950571745490483,1.0,0.9922730168515698,0.9818861172412364,0.9706719005137049,0.9500125777879752,0.9144960425724313,0.8726206317318953,0.8389594582671168,0.8177217149626126,0.7997613720108114,0.7769938162870744,0.7547585172367415,0.7455196099914069,0.7525433030857499,0.7655027373878117,0.7735023088753835,0.7774297632397823,0.7850189969043838,0.7964842559417737,0.8016186869062664,0.7927497216862402,0.7752875353277703,0.7605486963788247,0.750296666356912,0.7344499839183127,0.7056835383314561,0.671335167961358,0.6462226543910435,0.6357597175453339,0.6315734370771996,0.6242925112933092,0.6149853053751893,0.6098570854006183,0.6073310070280673,0.5973970389641376,0.5749894858852618,0.5482748267755791,0.529032020988285,0.5174900658738883,0.5025641037189205,0.47788713602704846,0.4522032768964967,0.43976822517233094,0.4434419599371649,0.45289415561641966,0.45947095731051363,0.46694256414520574,0.48398809167411744,0.5098255779405135,0.5333115555168638,0.5468411679232746,0.5559211250546261,0.5711112257663232,0.5932975549705133,0.612474648476751,0.6215914724338563,0.6261870179682167,0.6364365227156441,0.6529111778813762,0.6661833696205706,0.6709786615581578,0.6751782535525611,0.6906023864034836,0.716715937211931,0.7377938885342877
signal,0.7508308061362332,0.7418171544052109,0.7347387488071958,0.736908741062531,0.7427663175600978,0.7423560858253324,0.7354967551132952,0.731918491526494,0.7373304456152666,0.7449912117065778,0.7446229714129765,0.7364455526680471,0.730934449111051,0.734632079721116,0.741588543875299,0.7421800112869352,0.7372654733610381,0.738476413463381,0.7546363436983097,0.7829693061707699,0.8160393205423717,0.8528483293487805,0.8972476335698764,0.9460548551586176,0.9849626107052324,1.0,0.9906019452743716,0.9673352199878105,0.93760137667328,0.8987237134805912,0.8474422630441374,0.7919168039089269,0.748309031778571,0.7250621023829914,0.7153652822530445,0.7077828770550518,0.7008461760424578,0.7023137234041128,0.7148528261866255,0.7281268807393702,0.7280632083088873,0.7108657422386702,0.6837278843065535,0.6531760988290337,0.6186230211752894,0.5800291705096293,0.5472273255316686,0.5348154347212958,0.5468160408480984,0.5712563809399416,0.5930062205818295,0.6089680753115139,0.626343868043678,0.6475411408562616,0.6631034646966846,0.6624265006137282,0.6472877002369058,0.629415597591419,0.6156161275829372,0.6010213084531041,0.5792362111928934,0.5543261577217591,0.5369478778330389,0.5296307697609521,0.5223987077513789,0.5061556546674455,0.48620315941194003,0.4771220572527165,0.48545509531731523,0.5031261350545739,0.5196367037071709,0.5359600883365576,0.5619086340107999,0.6022388472426152,0.6515214112066382,0.7037533189347803,0.7607143820248033,0.8251089324166326,0.8880678749457914,0.9308815882918342,0.9420570505263195,0.9291329891035862,0.9101661705688933,0.8954734786048146,0.8819663147542183,0.8650811330825773,0.8500799095986058,0.8461434385968801,0.8509557200775096,0.84737425866625,0.8186926485096361,0.7651778142387335,0.7027280959652206,0.6466874639620852,0.6012724766300088,0.5654600932063135,0.5431887486333772,0.5409680628182227,0.5556960878975493,0.5711332261665054
signal,0.7778760940119869,0.7749760412225759,0.7769140217570865,0.7863252192004967,0.7943169693116701,0.7909977505293784,0.7790023538711204,0.7707387820172195,0.7724448945391008,0.77679252474519,0.7740705228974412,0.7662347970102448,0.7642548000941584,0.7726734389223686,0.7831604747956652,0.7863178141250892,0.7857322728763949,0.7948941219964653,0.8207773068002342,0.8557560454547635,0.8879494077383362,0.9153255273424963,0.9443917875462982,0.9760046600186517,0.9987771117916644,1.0,0.9796260851053535,0.9483808619552089,0.9131459391988904,0.8704837404461797,0.8174863875461731,0.7642753814087109,0.7290399918334174,0.7200736804012711,0.7276288206494246,0.7359841745993477,0.7396538458725406,0.7429192662072052,0.7453589391906613,0.735382362023183,0.7023550568084519,0.6516653045393539,0.6020298218838216,0.5677455934606869,0.5483994375577834,0.5377009654494443,0.5370258564495074,0.5537997254777105,0.5873094218922105,0.6229969179978868,0.6447119399136458,0.6492512179680509,0.644065918601311,0.6324713967582486,0.6081730569724113,0.5676124182486383,0.5228043310174549,0.4950302176089515,0.4951731415422112,0.5149418517652607,0.5393106942897798,0.5631816756735845,0.5910987188182237,0.6228591626490849,0.6468178613215901,0.6512153077595605,0.6385889140384607,0.6237377459345431,0.6178349315062464,0.6195274721786834,0.6233492266491468,0.6315777911065193,0.6514041533271022,0.681038618978044,0.7052107455282659,0.7084018975715031,0.6898731735050794,0.6616333152365685,0.6331448061588192,0.6035266034612632,0.5703373125831736,0.5405844776787184,0.5267348720759047,0.5320511777103396,0.5453844469339726,0.5534078186194725,0.5544952206120465,0.5558713208616185,0.5588235283696715,0.553668978461878,0.5326936842977138,0.5037945825839585,0.4852660575036207,0.48685035280784583,0.5005313811864797,0.5120041931384768,0.5173341530379059,0.523808582423065,0.5359833351381927,0.5470674835739996
signal,0.8957498135157955,0.8750254081816937,0.8509647108628282,0.8406196480584952,0.8443730460118982,0.8487050516679769,0.8440833981687599,0.8359304386145547,0.835550611794065,0.8440534943473441,0.8513177758340541,0.8512078216786432,0.8517618543392834,0.8658639867745358,0.8946919910560527,0.9259777595068843,0.9488329603365733,0.96479573961163,0.9808509506911125,0.9957462236217971,1.0,0.9898724773295614,0.9749925683459231,0.9678331252144108,0.9689871075026616,0.9684607611155813,0.9611563187726354,0.9550407521058135,0.9605201472607895,0.975628018572837,0.9875130997427672,0.9882284155170705,0.9830526288252015,0.979971242902257,0.9754097021704143,0.9567985821947105,0.9192706898508392,0.8737920445819976,0.8352433730271382,0.8062865638704465,0.7782971765472495,0.7468638068177335,0.7195638841591485,0.705251134809689,0.7004693537988174,0.6926516796682148,0.6762445990257946,0.6597668937780589,0.6542443083849833,0.659139268762969,0.664918270937981,0.6679436971659186,0.6762314789525853,0.6977205150471425,0.7277495222760311,0.7539007173071683,0.771943206916579,0.7905997257906073,0.8181734043352659,0.8495430836942389,0.8717037618568775,0.8803908536268048,0.8849615860209172,0.8949715052819935,0.9072748317141053,0.9113638235286462,0.904631631462792,0.8950000584403826,0.8865197482069042,0.8688292165750898,0.8275394324713505,0.7640169427255781,0.6985450397425275,0.6514038705942428,0.6250777907051038,0.608683055140175,0.5961814931563026,0.5931943720602847,0.6050142336657043,0.6248703598658549,0.6399982290140717,0.6471200138318718,0.6553082301473842,0.6718978016284887,0.6911960178195251,0.7019527318108899,0.7031405718598671,0.7057238390188092,0.7176520751099387,0.7328503906753739,0.7394980140170632,0.7362797143180769,0.7342673820847277,0.7419024832523706,0.7537863831698837,0.7585129138338681,0.7544567540768732,0.751565218482473,0.7569476972954,0.7647905304352508
signal,0.7380701985430785,0.7291484031766234,0.7225155539955703,0.7260166919651403,0.7343281412666858,0.7366668364605288,0.7313274080509605,0.7273680593919362,0.7315009348073829,0.7386399260472832,0.7393948570979629,0.7342225943472398,0.7346985848019847,0.7502795109842411,0.77855399940071,0.8112758751784511,0.8463065952490925,0.8879333568030998,0.9353102556976661,0.9764699663262453,0.9982244970271728,1.0,0.9930375853079185,0.9854582168661481,0.9727743827616147,0.9462027541995705,0.9072255462599011,0.8686083996824621,0.8407254564814296,0.8219203247495942,0.8053802665846783,0.7918267181255617,0.7894952897063592,0.8012512040293672,0.8173292452266334,0.8248365627013813,0.821917126013792,0.8173670385745518,0.8159548211389193,0.8094119075630225,0.7857227231705808,0.7446987012597658,0.6991704808189468,0.6604739100158138,0.6277618809975745,0.5946014880416689,0.562333528482255,0.5408268844530613,0.5354982621623575,0.5390698282473525,0.5400315203287297,0.5363626857496265,0.5353916080471608,0.5400788975071404,0.5415971365961936,0.5298071122166711,0.5081229481526949,0.4921830969365256,0.4932211609156151,0.5076554514080561,0.525828277181344,0.5470465230324537,0.5800134809841813,0.6282404442341117,0.6809686958176863,0.7227429724997573,0.7492426432439727,0.768299424859459,0.7853452325695957,0.793720550130887,0.783202394501219,0.7549997392132495,0.7227113885237322,0.6981728910180988,0.6815143546396811,0.667900591860098,0.6595932495046247,0.6648487408256274,0.6848736943306382,0.7081990143454236,0.7220744164529536,0.7265273494867603,0.7322090363493856,0.7448757337010286,0.7573874565747921,0.7596871516824124,0.7526276190432001,0.7461556155772131,0.7439205828129101,0.735489592020439,0.7077083293695714,0.6613557241234724,0.6118477293497031,0.5733112238535931,0.546596265848118,0.5254506756283756,0.5099834164190991,0.5072152507722124,0.5180610009081974,0.5304617944788402
signal,0.7743128547704626,0.7612994490491254,0.7483493386044484,0.7462343527639314,0.7516109788120461,0.7530646841017593,0.7466368820508562,0.740396169309406,0.7425430158299612,0.749919701051771,0.7530154825300392,0.7505699847149939,0.7534255631204446,0.7720346600659688,0.804292655284344,0.8394680435708051,0.871913328563229,0.905464831051372,0.9431612694040727,0.977805807341212,0.9976702653645444,1.0,0.9933149475660885,0.9847819576846004,0.9701500908079381,0.9407794936699687,0.8987590941366363,0.859254417256996,0.8358767385339793,0.8276209645840683,0.8236741201212823,0.8185844318922916,0.8172184558131974,0.8240039848055568,0.8330384398038191,0.8340991928479854,0.8267885752025906,0.8227183782505073,0.8314091766634957,0.8479510378379254,0.8584002912784012,0.8553078432878461,0.8428316469684862,0.8260489025074983,0.8010979570366632,0.7610558579469111,0.7096642516612482,0.6629228955499721,0.6346127718005267,0.6241353235514671,0.6221504485929027,0.6252544310120765,0.6390664117683368,0.666023347814451,0.695962494324536,0.7137397299865536,0.7143184497468346,0.7049913900808384,0.6920361179822552,0.6709307175650144,0.634314927658403,0.586655984976072,0.5443451121509668,0.5196511329386231,0.5093023409104046,0.5023539810859501,0.49616150359465333,0.49891283574587275,0.5160766760130826,0.540223928606609,0.5588058000639399,0.5696193796365105,0.5828897626234559,0.6071765100455284,0.6384396473634539,0.6667448292353503,0.6903305752130285,0.7168345557748496,0.7502447716658,0.7826742275902732,0.8031832943288364,0.811684154827469,0.8184948088868018,0.8298024926350432,0.8386247206352668,0.8330319940895073,0.8098635026390559,0.775611663786174,0.7352006939234284,0.6863569446544728,0.628146168205377,0.5709343988279111,0.53169890842275,0.5181628893690405,0.5212369768287972,0.5258183531302247,0.5268122895341932,0.5305402439527144,0.5411738461922008,0.5516532709776765
